,Date,BTC Closing Price,ETH Closing Price,XRP Closing Price,DOGE Closing Price,VET Closing Price,TUSD Closing Price,XVG Closing Price,AE Closing Price,STRAT Closing Price,LRC Closing Price,AOA Closing Price,QNT Closing Price,WAN Closing Price,ELA Closing Price,KCS Closing Price
199,2018-07-27,8161.90322246,468.69672061,0.45358496,0.00344212,,0.997876,0.023657,1.96,2.86,0.262981,0.037749,,1.95,16.81,2.8
200,2018-07-26,7959.21988897,464.08124103,0.45150009,0.00346835,,0.998275,0.023063,1.89,2.73,0.261619,0.03851,,1.89,16.29,2.74
201,2018-07-25,8180.32125737,472.36121669,0.45952479,0.00343477,,0.9948809999999999,0.024364,1.94,2.91,0.278279,0.033658,,2.10,18.09,2.79
202,2018-07-24,8407.79531239,478.63927505,0.45637511,0.00360033,,0.9928290000000001,0.023847,1.96,2.72,0.277593,0.034613,,1.99,17.18,2.76
203,2018-07-23,7721.92490928,451.07412377,0.44494511,0.00343524,,0.9953270000000001,0.022511,1.91,2.73,0.261727,0.042957999999999996,,2.00,16.69,2.71
204,2018-07-22,7425.79046231,461.36745705,0.44951844,0.00347163,,0.995051,0.022775,1.81,2.75,0.267328,0.049068,,2.16,16.73,2.82
205,2018-07-21,7424.29955259,463.47797976,0.454686,0.00338203,,0.9949450000000001,0.023361,1.82,2.75,0.27778,0.052461,,2.21,17.01,2.87
206,2018-07-20,7348.91089276,450.12383261,0.44596915,0.00335138,,1.0,0.022688,1.8,2.61,0.271379,0.051821000000000006,,2.02,16.52,2.78
207,2018-07-19,7475.40689152,469.89821295,0.47710475,0.00383098,,0.9905379999999999,0.025244,1.94,2.95,0.291476,0.053487,,2.34,18.77,3.0
208,2018-07-18,7393.81792842,481.70187277,0.48843004,0.00370785,,0.990425,0.026133,1.97,3.06,0.308568,0.057944,,2.48,20.11,3.0
209,2018-07-17,7341.35947304,501.52534454,0.50661031,0.00306304,,0.9938790000000001,0.026164,2.05,3.07,0.320375,0.058636,,2.64,21.16,3.18
210,2018-07-16,6756.4192309,481.59299755,0.48120175,0.00259977,,0.9977719999999999,0.024888,1.9,2.65,0.29436799999999996,0.054329999999999996,,2.36,19.72,3.12
211,2018-07-15,6370.69156202,451.83919742,0.44550715,0.00242557,,0.9976290000000001,0.023052,1.76,2.44,0.26922199999999996,0.050927999999999994,,2.09,17.21,2.91
212,2018-07-14,6287.34536857,436.17182479,0.43831055,0.00235828,,0.9991909999999999,0.021951,1.7,2.35,0.255994,0.046337,,2.02,16.66,3.2
213,2018-07-13,6252.54430099,433.23873153,0.43795996,0.00240705,,1.0,0.022005,1.7,2.3,0.252021,0.048851,,1.99,16.64,3.25
214,2018-07-12,6238.16187736,429.63424651,0.43499654,0.00238019,,0.999116,0.021428,1.66,2.31,0.253571,0.049259,,1.99,15.93,3.27
215,2018-07-11,6423.04042267,447.27162796,0.44885031,0.00242855,,0.998765,0.022228,1.75,2.42,0.264481,0.049878,,2.11,17.26,3.39
216,2018-07-10,6330.18659771,433.0692686,0.44564775,0.00250429,,0.999373,0.021774,1.76,2.32,0.276165,0.039852,,2.09,17.71,3.09
217,2018-07-09,6708.48141789,472.7046473,0.4755394,0.00259077,,0.988466,0.024687999999999998,2.01,2.5,0.315452,0.048504000000000005,,2.34,21.33,2.94
218,2018-07-08,6737.46429176,487.10220777,0.47876174,0.00262929,,0.9965629999999999,0.025643,2.13,2.62,0.326265,0.040795,,2.48,21.51,2.86
219,2018-07-07,6774.69022384,485.28717069999993,0.48587951,0.0026111,,1.02,0.02622,2.18,2.66,0.33567600000000003,0.039914,,2.48,23.48,2.82
220,2018-07-06,6636.53627348,470.24792459,0.47830298,0.00261782,,1.0,0.02435,2.16,2.6,0.338001,0.0374,,2.45,23.37,2.65
221,2018-07-05,6560.11114254,468.20360378,0.47789093,0.00261406,,1.01,0.024613,2.16,2.6,0.340339,0.033225,,2.51,23.7,2.63
222,2018-07-04,6586.69057728,466.05599755,0.49031459,0.00269924,,0.9931690000000001,0.026186,2.41,2.7,0.362005,0.035841000000000005,,2.58,23.81,2.5
223,2018-07-03,6519.52895163,461.77172108,0.48521194,0.00268043,,1.01,0.026005,2.07,2.74,0.356815,0.037933,,2.46,23.27,2.41
224,2018-07-02,6615.20849047,475.63415675,0.48760452,0.00254215,,0.994216,0.027018,2.13,2.84,0.373039,0.035914,,2.70,23.11,2.39
225,2018-07-01,6356.93308489,451.14752161,0.46125029,0.00253103,,1.0,0.025141,1.93,2.81,0.34479699999999996,0.026994,,2.44,21.23,1.98
226,2018-06-30,6394.86045141,453.48153488,0.46807441,0.00251781,,0.998189,0.023423,1.98,2.64,0.356537,0.034193,,2.37,20.0,2.03
227,2018-06-29,6194.01375893,434.75196734,0.45357962,0.00244833,,1.0,0.022557,1.83,2.37,0.334459,0.036324,,2.24,19.67,1.91
228,2018-06-28,5895.26573763,421.35941654,0.44925963,0.00243082,,1.0,0.020991,1.7,2.16,0.314688,0.036953,,2.05,18.4,1.83
229,2018-06-27,6142.51936443,441.20397014,0.47104218,0.00243443,,0.999132,0.022765,1.86,2.34,0.328349,0.047746,,2.14,19.97,2.11
230,2018-06-26,6092.15493851,430.11663729,0.45642504,0.00248967,,0.9999549999999999,0.022614,1.82,2.33,0.321117,0.05537,,2.14,19.21,2.15
231,2018-06-25,6262.07588535,458.76526481,0.48048864,0.00252748,,0.999381,0.023864,1.94,2.43,0.33819699999999997,,,2.41,20.35,2.24
232,2018-06-24,6163.31543221,456.07911512,0.47583629,0.00252226,,1.0,0.023767,1.82,2.37,0.31353400000000003,,,2.26,19.37,2.22
233,2018-06-23,6178.74777657,475.01730577,0.49178995,0.00268448,,0.9973559999999999,0.024439,1.93,2.53,0.318571,,,2.52,20.15,2.42
234,2018-06-22,6064.99172248,468.05909029,0.48354491,0.00285538,,1.01,0.024493,2.05,2.54,0.306343,,,2.54,22.53,2.4
235,2018-06-21,6730.25209678,527.51343099,0.53516716,0.0030789999999999997,,1.0,0.027995,2.5,3.0,0.361737,,,2.96,27.63,2.76
236,2018-06-20,6759.16801501,535.95541401,0.53975585,0.0030843000000000003,,1.0,0.029093,2.59,2.99,0.377436,,,3.07,28.11,2.6
237,2018-06-19,6747.40853984,536.67365759,0.54896239,0.00314883,,1.0,0.029955000000000002,2.62,3.12,0.381346,,,3.07,28.94,2.59
238,2018-06-18,6713.93698858,517.52316543,0.53882595,0.00304224,,1.01,0.029233999999999996,2.66,3.18,0.38101399999999996,,,3.01,29.37,2.6
239,2018-06-17,6486.87077603,497.76012931,0.52756442,0.00301751,,1.01,0.028109,2.58,3.11,0.364197,,,2.89,28.96,2.5
240,2018-06-16,6524.45549793,498.17209698,0.53367041,0.00293151,,1.01,0.028047000000000002,2.6,3.03,0.376787,,,2.91,30.41,2.5
241,2018-06-15,6412.56468082,486.52393565,0.53317474,0.00294779,,1.01,0.028131,2.6,3.06,0.361331,,,2.89,28.56,2.45
242,2018-06-14,6664.31213752,519.30816488,0.55901551,0.00301208,,1.01,0.030124,2.71,3.3,0.380893,,,3.21,30.48,2.56
243,2018-06-13,6332.43869688,476.19478366,0.53091879,0.00306217,,1.01,0.027198000000000003,2.54,3.05,0.352978,,,2.84,29.96,2.26
244,2018-06-12,6590.81886592,497.69622121,0.56090767,0.00320031,,1.02,0.027775,2.7,3.33,0.364944,,,3.05,31.0,2.35
245,2018-06-11,6894.0632062,530.71028643,0.59925164,0.00322909,,1.0,0.032398,3.02,3.51,0.41790299999999997,,,3.48,35.37,2.51
246,2018-06-10,6767.85794367,524.24747622,0.58053488,0.00338611,,1.0,0.031429,2.92,3.51,0.40270100000000003,,,3.47,35.68,2.37
247,2018-06-09,7558.59901551,594.01593503,0.65975295,0.00369233,,0.999944,0.036886,3.45,4.13,0.488555,,,4.13,41.4,2.77
248,2018-06-08,7651.40593873,599.61122192,0.67266551,0.00368183,,1.0,0.03907,3.54,4.25,0.513093,,,4.30,42.88,2.68
249,2018-06-07,7688.00820882,603.08479113,0.675821,0.00376561,,1.0,0.038202999999999994,3.7,4.45,0.518822,,,4.42,43.08,2.99
250,2018-06-06,7661.2851736,606.32537739,0.6724515,0.00369243,,1.0,0.038798,3.6,4.44,0.542971,,,4.58,42.6,3.11
251,2018-06-05,7627.98231312,607.48650794,0.67388637,0.0036124000000000004,,1.0,0.03953,3.4,4.51,0.544615,,,4.43,43.26,3.05
252,2018-06-04,7517.14027118,592.54132784,0.65786501,0.00360813,,1.0,0.039458,3.26,4.35,0.504663,,,4.47,40.25,2.92
253,2018-06-03,7724.66580536,618.57276344,0.67840666,0.00365606,,1.0,0.042644999999999995,3.53,4.67,0.553617,,,4.79,42.34,3.18
254,2018-06-02,7658.90077276,591.56814255,0.64168277,0.00354051,,1.0,0.040747000000000005,3.63,4.54,0.521057,,,4.68,42.34,3.19
255,2018-06-01,7541.81351405,579.24685458,0.62147237,0.00342994,,1.0,0.038598,3.13,4.39,0.502484,,,4.53,42.51,3.08
256,2018-05-31,7513.17256169,576.57093346,0.61085331,0.00349838,,1.0,0.039027,3.15,4.43,0.5176850000000001,,,4.64,39.16,3.07
257,2018-05-30,7427.95592129,558.95889693,0.6016309,0.00341627,,0.997775,0.037986,3.12,4.34,0.476337,,,4.37,38.97,2.92
258,2018-05-29,7485.65331433,564.86533889,0.59746395,0.00342296,,1.0,0.038644,3.18,4.48,0.482321,,,4.50,38.94,2.99
259,2018-05-28,7139.385654000002,514.5581861000002,0.55116825,0.0033650999999999998,,1.02,0.035084,2.98,4.08,0.449859,,,3.85,37.25,2.77
260,2018-05-27,7394.35209426,570.50367445,0.60645507,0.00356242,,1.01,0.040007,3.2,4.6,0.496113,,,4.34,40.24,3.12
261,2018-05-26,7386.85123577,586.98835822,0.60998926,0.00359152,,1.01,0.039921,3.19,4.79,0.502692,,,4.36,38.7,3.13
262,2018-05-25,7501.56786451,584.39261159,0.60611305,0.00359315,,1.02,0.041348,3.19,4.91,0.49534700000000004,,,4.61,39.06,3.11
263,2018-05-24,7580.76802391,600.20990879,0.62573693,0.00359523,,1.0,0.043863,3.28,5.33,0.516759,,,4.82,38.69,3.21
264,2018-05-23,7569.33715947,581.06467331,0.59374537,0.00372598,,1.01,0.040812,3.02,5.41,0.49510299999999996,,,4.46,37.43,3.15
265,2018-05-22,8067.24044353,645.40614487,0.640551,0.004215,,1.0,0.047008999999999995,3.58,5.79,0.570493,,,4.97,43.54,3.48
266,2018-05-21,8430.94044815,697.44014152,0.67646887,0.0042913000000000005,,1.09,0.053975999999999996,3.84,5.76,0.6360210000000001,,,5.84,45.62,3.89
267,2018-05-20,8555.56843902,715.03720142,0.69789505,0.00439845,,1.01,0.0566,4.0,5.89,0.668597,,,6.23,46.5,3.94
268,2018-05-19,8290.73614976,695.45719861,0.67432149,0.00436269,,1.01,0.053114999999999996,3.85,5.76,0.6302949999999999,,,5.93,44.78,3.85
269,2018-05-18,8267.49124667,693.09198401,0.67571677,0.00427436,,1.01,0.053546,3.81,5.84,0.64178,,,6.10,44.19,4.01
270,2018-05-17,8111.58886524,670.68686339,0.6593474,0.00438399,,1.01,0.051586,3.79,5.68,0.6512979999999999,,,5.77,43.77,3.6
271,2018-05-16,8370.76133642,706.46509084,0.70697997,0.00442684,,1.01,0.05608,3.95,6.29,0.655667,,,6.22,46.32,3.66
272,2018-05-15,8515.87436058,706.79897975,0.69298373,0.00452039,,1.0,0.056542999999999996,4.39,5.9,0.705083,,,6.56,47.92,3.69
273,2018-05-14,8698.51012911,727.85441268,0.7285672,0.00445898,,1.0,0.059588999999999996,3.95,6.31,0.6547470000000001,,,6.94,50.35,3.67
274,2018-05-13,8698.99790263,727.26593329,0.72922896,0.00451689,,0.996396,0.062113,3.97,6.49,0.683685,,,7.34,48.32,3.89
275,2018-05-12,8502.51620143,684.47923681,0.68466528,0.00429528,,0.996941,0.05845,3.89,6.05,0.632905,,,7.00,46.58,3.76
276,2018-05-11,8442.20750983,677.60907107,0.67901803,0.00458093,,0.999016,0.0586,3.89,5.68,0.647942,,,6.75,49.28,3.73
277,2018-05-10,9052.80978121,725.07203125,0.75133089,0.00499616,,0.999081,0.06888,4.42,6.59,0.756908,,,7.35,55.33,4.13
278,2018-05-09,9326.21797432,749.92662136,0.79507488,0.00506275,,0.9980629999999999,0.076098,4.67,7.12,0.817091,,,7.79,56.97,4.21
279,2018-05-08,9221.41042078,749.84337969,0.80663187,0.00525359,,1.0,0.074241,4.55,7.51,0.854302,,,7.79,56.18,4.27
280,2018-05-07,9374.06131076,751.56249635,0.82512723,0.00487618,,1.0,0.075688,4.16,7.62,0.8435819999999999,,,8.07,57.04,4.28
281,2018-05-06,9645.33893595,790.84911785,0.86274132,0.0050058,,0.997977,0.075361,4.28,7.91,0.86335,,,8.33,60.64,4.42
282,2018-05-05,9821.48400361,815.73988189,0.89941929,0.00521983,,0.9974,0.079136,4.59,8.21,0.93474,,,8.63,59.57,4.68
283,2018-05-04,9702.20217206,781.76956705,0.88895619,0.00526626,,0.994183,0.079788,4.77,8.02,0.9119719999999999,,,9.21,47.73,4.72
284,2018-05-03,9747.30722129,780.28499885,0.88146033,0.00541601,,0.999906,0.079351,4.58,7.67,0.908493,,,9.75,47.5,4.63
285,2018-05-02,9235.36866148,686.96870001,0.85800102,0.00536348,,0.995539,0.081137,4.64,7.62,0.948501,,,8.79,47.0,4.09
286,2018-05-01,9104.4157047,673.02614581,0.83655265,0.00528027,,0.99772,0.079578,4.68,7.22,0.945355,,,8.20,47.08,4.08
287,2018-04-30,9242.93318688,668.86139746,0.83100355,0.00536881,,0.999102,0.07720199999999999,4.49,6.77,0.924452,,,8.20,46.34,4.07
288,2018-04-29,9414.92919297,689.12329007,0.86895494,0.00546367,,0.9948379999999999,0.070492,4.99,7.16,1.01,,,8.50,51.98,4.28
289,2018-04-28,9340.10384218,682.69918485,0.86186101,0.00550702,,1.01,0.072482,4.26,6.47,0.839786,,,8.72,44.86,4.42
290,2018-04-27,9007.22026044,651.5081539,0.81483317,0.00550872,,0.997251,0.067597,2.9,6.01,0.753895,,,8.02,40.83,4.29
291,2018-04-26,9281.19512075,661.74687496,0.84628048,0.00539223,,1.01,0.070743,2.61,6.23,0.789756,,,8.23,42.78,4.5
292,2018-04-25,8861.46567894,615.20136354,0.79042016,0.0051833,,0.99615,0.06104400000000001,2.29,5.76,0.71237,,,7.28,40.14,4.18
293,2018-04-24,9702.50271596,704.57116341,0.92560894,0.00585556,,1.0,0.068623,2.62,6.69,0.8514700000000001,,,7.73,47.46,5.18
294,2018-04-23,8948.10460143,643.38836129,0.87550542,0.00562007,,0.996925,0.068823,2.33,6.13,0.800409,,,6.58,44.5,4.83
295,2018-04-22,8804.85016775,622.17124547,0.86168492,0.00564176,,0.998857,0.068507,2.32,5.74,0.748965,,,6.32,44.15,4.06
296,2018-04-21,8871.82306495,602.9048749,0.86529034,0.00550981,,1.01,0.068577,1.98,5.81,0.738085,,,6.20,44.53,3.58
297,2018-04-20,8842.94574758,616.27213081,0.9176514,0.00589512,,0.991088,0.069369,2.06,6.0,0.807661,,,6.63,43.59,3.48
298,2018-04-19,8284.75588285,568.86974369,0.78576575,0.00570986,,0.99871,0.073157,1.99,5.77,0.745103,,,6.56,39.0,3.26
299,2018-04-18,8155.57001228,524.50381126,0.70790568,0.00530658,,1.0,0.064996,1.86,5.61,0.67587,,,5.97,37.08,3.09
300,2018-04-17,7899.99600976,503.50424104,0.65480111,0.00489742,,0.9948799999999999,0.073001,1.73,4.97,0.630025,,,5.38,35.77,3.04
301,2018-04-16,8057.44038623,511.33870972,0.66270656,0.00452136,,0.998114,0.094058,1.78,4.83,0.646452,,,5.68,39.03,3.14
302,2018-04-15,8360.88220011,533.43246626,0.69320641,0.00437724,,1.0,0.09082799999999999,1.83,5.03,0.637871,,,5.98,40.63,3.32
303,2018-04-14,7993.40313113,502.7443415,0.64259078,0.00424298,,1.01,0.086951,1.72,4.71,0.619794,,,5.63,38.59,3.15
304,2018-04-13,7888.04353599,493.26669547,0.63924162,0.00415301,,1.01,0.091562,1.7,4.62,0.582653,,,5.74,38.77,3.07
305,2018-04-12,7917.77718206,493.63124559,0.63754153,0.00350726,,1.01,0.090361,1.66,4.5,0.565871,,,6.04,39.44,3.26
306,2018-04-11,6984.19199039,430.89995877,0.54251312,0.00336743,,1.01,0.082343,1.47,4.06,0.4543,,,4.37,34.35,2.75
307,2018-04-10,6849.6086791000025,414.63460391,0.48994243,0.00294304,,0.9995620000000001,0.08413,1.35,3.73,0.41853500000000005,,,4.48,33.57,2.47
308,2018-04-09,6785.96065259,398.65382971,0.48626944,0.0028044,,1.01,0.078112,1.32,3.58,0.411646,,,3.69,32.91,2.36
309,2018-04-08,7030.91407786,399.23215471,0.49933236,0.00287017,,1.01,0.06775700000000001,1.39,3.76,0.411946,,,3.92,33.25,2.39
310,2018-04-07,6924.77559833,385.14153543,0.48535707,0.00282978,,1.01,0.064449,1.39,3.74,0.390075,,,3.59,37.45,2.21
311,2018-04-06,6627.73032217,369.95632033,0.47222317,0.00270612,,1.01,0.05848300000000001,1.36,3.53,0.353527,,,3.02,28.53,2.09
312,2018-04-05,6818.00180159,382.66455396,0.49108915,0.00276497,,1.01,0.054932,1.41,3.54,0.37032,,,3.17,27.14,2.2
313,2018-04-04,6809.22860414,379.05120786,0.49220706,0.00276409,,1.0,0.056866,1.43,3.57,0.365687,,,3.04,25.65,2.29
314,2018-04-03,7431.60784856,415.04220775,0.5481233,0.00303731,,1.0,0.071145,1.5,4.05,0.411524,,,3.52,28.26,2.51
315,2018-04-02,7067.67878269,384.62663802,0.49324629,0.00293235,,0.9973870000000001,0.047822,1.47,3.66,0.368356,,,3.19,26.79,2.28
316,2018-04-01,6811.7743311,377.05997644,0.4794929,0.00283735,,1.01,0.043729000000000004,1.47,3.38,0.368187,,,3.08,25.01,2.23
317,2018-03-31,6940.56190022,394.50116152,0.50192121,0.00287597,,1.0,0.038975,1.59,3.71,0.3841,,,3.27,27.85,2.28
318,2018-03-30,6861.76176282,394.06160991,0.49996397,0.00292705,,0.9944,0.035945,1.54,3.65,0.382213,,,3.29,28.01,2.25
319,2018-03-29,7120.34138335,385.34268069,0.50548798,0.00317658,,1.01,0.036914999999999996,1.42,3.87,0.379206,,,2.96,29.72,2.31
320,2018-03-28,7951.85795178,445.56747855,0.57462728,0.00334604,,1.0,0.041806,1.64,4.58,0.433242,,,3.42,33.12,2.62
321,2018-03-27,7822.07047386,449.41666568,0.57263795,0.00325329,,0.999424,0.039978,1.58,4.4,0.405681,,,3.35,30.47,2.54
322,2018-03-26,8174.56038297,487.70166506,0.5905789,0.00335271,,1.0,0.044531,1.61,4.91,0.423541,,,3.80,33.29,2.71
323,2018-03-25,8481.61213115,522.84391921,0.63395525,0.00359276,,0.995833,0.040701999999999995,1.64,5.43,0.47022700000000006,,,4.15,35.61,3.03
324,2018-03-24,8602.51059636,524.79192684,0.63065148,0.00368941,,0.9989,0.044792,1.67,5.21,0.503488,,,4.19,37.1,2.91
